stt,name,business_id,website,email,phone,address,postal_code,city,province,keyword,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url
1826,Scullers Oy,3574899-1,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4246827
1827,SeTo Consulting Oy,3200194-8,,sebastian@setoconsulting.fi,044 290 3840,Rönnvägen 10 B,64200,NÄRPIÖ,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,34,2,4,,,https://www.finder.fi/yritys/3576414
1828,Seasons HR Management Oy,2405172-6,https://www.seasons.fi,info@seasons.fi,020 734 6610,Pohjoisranta 11 D,28100,PORI,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4186,101,45,,,https://www.finder.fi/yritys/2540633
1829,Sebastyan Oy,3175075-2,,tim.hirvonen@gmail.com,044 093 3844,,,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,9,,-9,,,https://www.finder.fi/yritys/3547383
1830,Seinäjoen Kodintekniikka Oy,2848212-8,,tavaratalopaallikko.seinajoki@gigantti.fi,050 306 6933,Rengastie 2 B,60120,SEINÄJOKI,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,870,19,91,,,https://www.finder.fi/yritys/3182350
1831,Sekatyön Voima Oy,3095262-7,,tyonvoima@gmail.com,044 259 0144,,,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,5,1,,,,https://www.finder.fi/yritys/3336912
1832,Osuuskunta Senioriekspertit - Senior Experts,1069544-0,https://www.senioriekspertit.fi,reijo.maatta@senioriekspertit.fi,050 573 9149,Lapinkävijäntie 1,96100,ROVANIEMI,Lapin maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,"Arkkitehtitoimisto, suunnittelutoimisto; Henkilöstövuokraus; Insinööritoimisto, suunnittelutoimisto; Sisustusarkkitehtitoimisto; Suunnittelutoimisto",Osuuskunta,36,,,,,https://www.finder.fi/yritys/396181
1833,Seniorivoima Oy,3181067-1,https://www.seniorivoima.fi,esap1457@gmail.com,050 566 8478,Palokunnantie 36 as. 2,15800,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,96999,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,27,,-1,,,https://www.finder.fi/yritys/3554824
1834,Sepha Oy,3490337-1,,,,,,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4153596
1835,Sepponen Enterprises Oy,2516840-8,https://www.sepponenenterprises.com,pete.sepponen@gmail.com,045 262 7282,Selintie 546,03320,SELKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,179,,1,,,https://www.finder.fi/yritys/2753635
1836,Servisone Henkilöstö Oy,3563595-4,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4234375
1837,Servixo Oy,3612601-9,https://www.servixo.net,support@servixo.net,041 326 7970,,,LOHJA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4293415
1838,Seure Henkilöstöpalvelut Oy,0800415-3,https://www.seure.fi,seure@seure.fi,,Toinen Linja 7,00530,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,107393,6488,1564,,,https://www.finder.fi/yritys/136814
1839,Shadow Rent Oy,3509378-8,https://www.shadowfleet.fi,,,,,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,223,2,12,,,https://www.finder.fi/yritys/4177847
1840,Shook Oy,3314997-9,,jereroth@hotmail.com,044 515 5554,Keltasafiirinpolku 5 A 10,01700,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,132,,1,,,https://www.finder.fi/yritys/3870046
1841,Show House Molin Oy,1009499-5,,linda@highheels.fi,040 545 4951,Myllyväenkatu 5 B,00920,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,50,1,6,,,https://www.finder.fi/yritys/304375
1842,"Sia ""Turin"", Suomen Sivuliike",3538706-5,,info@turin.lv,,,,VANTAA,,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Ulkom.elinkeinonharj.sivuliike,65,3,15,,,https://www.finder.fi/yritys/4235803
1843,Sia Soon Hr,3432315-8,,info@soonhr.eu,+37 129 331 310,Murtomaantie 1 C 74,20300,TURKU,,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Ulkom.elinkeinonharj.sivuliike,,,,,,https://www.finder.fi/yritys/4279703
1844,Sidekicks C Drops Oy,3142900-2,,bucioacaionut02@gmail.com,040 478 0974,Säkkijärventie 42,28300,PORI,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,25,,18,,,https://www.finder.fi/yritys/3495212
1845,Sievers Nordic Solutions Oy,3608212-4,,,,,,KOTKA,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4284494
1846,Siipimedia Oy,2638656-2,,,040 562 9953,Rautiokankaantie 2,98660,SALMIVAARA,Lapin maakunta,Henkilöstövuokraus,73120,Mainostilan vuokraus ja myynti,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3030769
1847,Sijaiset SVM Oy,3004434-6,https://www.sijaiset.fi,info@sijaiset.fi,,Ollilantie 4,90440,KEMPELE,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1885,110,6,,,https://www.finder.fi/yritys/3304509
1848,Silkka Oy,3119543-7,https://www.silkkaoy.fi,silkkaoy@gmail.com,040 663 4274,Virtasalmentie 21,87250,KAJAANI,Kainuun maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2921,15,77,,,https://www.finder.fi/yritys/3364301
1849,Silvennoisen Palvelut Oy,3185461-5,,,,,,SILVOLA,Etelä-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2,,-1,,,https://www.finder.fi/yritys/3560082
1850,Sintta Oy,3443150-3,,leena.kankainen70@gmail.com,040 062 996 00,Jussilantie 7 lh. 3,91500,MUHOS,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,57,2,5,,,https://www.finder.fi/yritys/4104045
1851,Sion,2195630-0,,,040 533 0865,,,TUUSULA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1924629
1852,SisaRent Oy,3334985-8,https://www.sisarent.fi,info.sisarent@gmail.com,040 051 3899,Viinikankatu 1 B,33100,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3970010
1853,Sistenza Oy,2016848-4,,,020 780 6260,,,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",Henkilöstövuokraus; Lääkäri tai lääkärikeskus,Osakeyhtiö,535,,86,,,https://www.finder.fi/yritys/1601965
1854,SiteFactory Oy,3548994-2,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4218563
1855,SitePro Oy,2987474-8,,,,Takojankatu 1 c B 9,33540,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,136,4,12,,,https://www.finder.fi/yritys/3271670
1856,Siyad kuljetus,3403707-1,,ogsiyad@gmail.com,045 255 3636,,,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4054757
1857,Sken Oy,2820173-6,,maattakonsta@hotmail.com,,,,SIUNTIO,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,198,,75,,,https://www.finder.fi/yritys/3163817
1858,Skill Finders,3190528-3,,narang.chesta@gmail.com,046 629 1397,Vanha Nurmijärventie 36 K 13,01670,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3566645
1859,SkillHouse Oy,1635842-9,,marko.sipola@viafin.fi,,Tekniikantie 14,02150,ESPOO,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,6,,508,,,https://www.finder.fi/yritys/2350731
1860,Skogman Sailing Ab,3377427-2,,swanman651@gmail.com,040 753 0743,Stationsvägen 1,68600,PIETARSAARI,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,27,1,,,,https://www.finder.fi/yritys/4024542
1861,Skudju Oy,2189218-3,,mika.miettunen@gmail.com,040 488 9094,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,109,1,3,,,https://www.finder.fi/yritys/2024824
1862,Sm Power-Line Service Oy,2727409-5,,,,Orioninkuja 4,23500,UUSIKAUPUNKI,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,23,1,26,,,https://www.finder.fi/yritys/3105308
1863,Smart Camp Oy,3121237-2,,,,,,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,7,1,,,,https://www.finder.fi/yritys/3367376
1864,SmoothOps,3498362-3,,lundgrentimotei@gmail.com,044 047 0403,Yliopistonkatu 28 E 6,53850,LAPPEENRANTA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4164737
1865,Snåre Jonas Fma,3366341-7,,jonassnare@outlook.com,040 465 2022,Snårevägen 376,68500,KRUUNUPYY,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4010237
1866,SoVa Kuljettajat Oy,3516035-4,,,,Haakoninlahdenkatu 5 C 51,00590,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,56,1,-12,,,https://www.finder.fi/yritys/4186521
1867,Sofita Oy,2909865-4,https://www.sofita.fi,jukka.ohtonen@sofita.fi,044 773 5875,Mannerheimintie 93 A,00270,HELSINKI,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,956,14,-447,,,https://www.finder.fi/yritys/3223996
1868,Sola Group Oy,3015687-4,,,,,,RAUMA,Satakunnan maakunta,Henkilöstövuokraus,56301,Baarit ja muu alkoholijuomien tarjoilu,Henkilöstövuokraus,Osakeyhtiö,10,,-20,,,https://www.finder.fi/yritys/3316701
1869,Soldem People Oy,3218196-9,https://www.soldem.fi,nimi@sahkoposti.fi,03 410 892 87,Hatanpään Valtatie 20,33100,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,73,,,,,https://www.finder.fi/yritys/3596551
1870,Soldem Pulse Oy,3218188-9,https://www.soldem.fi,nimi@sahkoposti.fi,03 410 892 87,Hatanpään Valtatie 20,33100,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,360,12,,,,https://www.finder.fi/yritys/3596547
1871,SoloQual Oy,3573716-8,https://www.soloqual.fi,,,,,SAARENKYLÄ,Lapin maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4245436
1872,Solomando Oy,3478079-7,,,,,,PUSULA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,24,3,,,,https://www.finder.fi/yritys/4142181
1873,Soluta Henkilöstöratkaisut Oy,2323429-9,https://www.soluta.fi,soluta@soluta.fi,040 704 1166,Hautalantie 2,33560,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,154,,-68,,,https://www.finder.fi/yritys/2281692
1874,Solvem Oy,2915434-5,,info@solvemoy.com,045 121 5641,Rastasniityntie 1 B 31,02620,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,280,5,-7,,,https://www.finder.fi/yritys/3228022
1875,Somerekryt Solutions,3489813-8,https://www.urapartnerit.fi,somerekryt@gmail.com,,,,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4153347
1876,Soro Trans Oy,3606076-9,,jevgeni80@gmail.com,,,,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4282464
1877,SotMe Oy,3288459-2,,johannes.kalkaja@gmail.com,045 787 635 11,Asemakatu 12 lh. 23,77600,SUONENJOKI,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,88,,-3,,,https://www.finder.fi/yritys/3824720
1878,Sote Kotiin Oy,2886181-4,,,,Pengerkatu 4 A 5,00530,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3205611
1879,SoteTeam oy,3353965-1,https://www.esmenordic.fi,nimoali.koulutuspalvelu@gmail.com,,Abrahaminkatu 8 L 82,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,96220,Kauneudenhoitopalvelut,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3994446
1880,Soten Tekijät Oy,3285505-4,https://www.sotentekijat.fi,hannu.tervanen@sotentekijat.fi,,,,RÖYKKÄ,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,415,7,-134,,,https://www.finder.fi/yritys/3818667
1881,Spark Traineeships Oy,3520898-7,,,,,,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,27,1,6,,,https://www.finder.fi/yritys/4191168
1882,SparkRK Services,3228141-7,,rafi.khan@hotmail.fi,040 038 8321,Kaarenjalka 10 E 27,00940,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4091144
1883,Speedy Nordic Oy,2854648-6,,speedyexpressoy@gmail.com,,Saratie 28 C 2,01860,PERTTULA,Uudenmaan maakunta,Henkilöstövuokraus,47279,Muu muualla luokittelematon elintarvikkeiden vähittäiskauppa,Henkilöstövuokraus,Osakeyhtiö,107,3,-10,,,https://www.finder.fi/yritys/3234473
1884,Sr Hr With Care & Structure Ab,3649052-3,,sussir68@gmail.com,040 824 4315,,,LEMLAND,Ahvenanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4332215
1885,Staff Invest Oy,2050214-7,,,,,,ÄHTÄRI,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,55,,,https://www.finder.fi/yritys/1239325
1886,Staff24 Oy,3617029-8,,staff24oy@gmail.com,,,,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4297903
1887,StaffMill Oy,2788419-2,https://www.staffmill.com,info@staffmill.com,029 007 4111,Mäkikatu 2,78250,VARKAUS,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2346,,48,,,https://www.finder.fi/yritys/3147095
1888,StaffPoint Administrative Solutions Oy,2935021-5,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,665,7,-2,,,https://www.finder.fi/yritys/3242108
1889,StaffPoint Industrial Solutions Oy,2935017-8,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,718,9,1,,,https://www.finder.fi/yritys/3242104
1890,StaffPoint Saaga Oy,2934955-6,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,402,55,,,,https://www.finder.fi/yritys/3242063
1891,StaffPoint Saari Oy,2934983-9,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1335,403,,,,https://www.finder.fi/yritys/3242078
1892,StaffPoint Safe Oy,2935011-9,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2521,602,,,,https://www.finder.fi/yritys/3242099
1893,StaffPoint Saimaa Oy,2934986-3,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2880,592,,,,https://www.finder.fi/yritys/3242081
1894,StaffPoint Salary Oy,2934941-7,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3060,137,,,,https://www.finder.fi/yritys/3242052
1895,StaffPoint Salde Oy,2935014-3,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,626,132,,,,https://www.finder.fi/yritys/3242102
1896,StaffPoint Sali Oy,2934964-4,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1979,314,,,,https://www.finder.fi/yritys/3242067
1897,StaffPoint Salla Oy,2934951-3,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2115,253,,,,https://www.finder.fi/yritys/3242061
1898,StaffPoint Sante Oy,2934930-2,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2021,100,,,,https://www.finder.fi/yritys/3242044
1899,StaffPoint Sata Oy,2934979-1,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1905,472,,,,https://www.finder.fi/yritys/3242077
1900,StaffPoint Sauce Oy,2935006-3,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,543,29,,,,https://www.finder.fi/yritys/3242096
1901,StaffPoint Savanna Oy,2934968-7,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3620,598,,,,https://www.finder.fi/yritys/3242070
1902,StaffPoint Savonia Oy,2934973-2,,,0300 472 000,Ruoholahdenkatu 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,936,66,,,,https://www.finder.fi/yritys/3242073
1903,StaffPoint Science Oy,2390986-6,https://www.valttiratkaisut.fi,taloushallinto@staffpoint.fi,0800 176 105,Ruoholahdenkatu 14 A 14,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1090,83,,,,https://www.finder.fi/yritys/2567539
