orgnr,name,legal_name,phone,phone_all,email,website,address,postal_code,city,municipality,county,region,employees,contact_name,contact_role,revenue,profit,currency,status,company_id,proff_url,brreg_url,Check gui,nace_code,nace_name,legal_form,status_brreg
'916870221,Kornboden Resurs Nuf,Kornboden Resurs Nuf,,,,,Storgatan 39 SE-83133 ÖSTERSUND,,,,,,,,,,,NOK,,IF5VPL910LU,https://www.proff.no/selskap/kornboden-resurs-nuf/-/arbeidskrafttjenester/IF5VPL910LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916870221,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'916668333,Osm Australia Pty Ltd,Osm Australia Pty Ltd,,,,,"Level 11, 77 St Georges Terras PERTH WA 6000",,,,,,25,Geir Arvid Sekkesæter,Daglig leder,,,NOK,,IF5RDT910LU,https://www.proff.no/selskap/osm-australia-pty-ltd/-/arbeidskrafttjenester/IF5RDT910LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916668333,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'896632612,Kleihues + Kleihues Gesellschaft Von Architekten Mbh,Kleihues + Kleihues Gesellschaft Von Architekten Mbh,'+49303997790,,bewerbung.berlin@kleihues.com,http://www.kleihues.com/,Helmholtzstrasse 42 DE-10587 BERLIN,,,,,,0,,,,,NOK,,IETTY5G10LU,https://www.proff.no/selskap/kleihues-kleihues-gesellschaft-von-architekten-mbh/-/arbeidskrafttjenester/IETTY5G10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/896632612,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'915126707,Clarmenont Consulting Limited,Clarmenont Consulting Limited,,,,,150 Minories LONDON EC3N 1LS,,,,,,,,,,,NOK,,IF4UCAB10LU,https://www.proff.no/selskap/clarmenont-consulting-limited/-/arbeidskrafttjenester/IF4UCAB10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915126707,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'918113649,Svenska Railroad Ab,Svenska Railroad Ab,,,,,Klockarvägen 3A 79432 ORSA,,,,,,,,,,,NOK,,IF6MD0X10LU,https://www.proff.no/selskap/svenska-railroad-ab/-/arbeidskrafttjenester/IF6MD0X10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918113649,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'915229379,Yara Tertre S.A./N.V.,Yara Tertre S.A./N.V.,,,,,Rue de la Carbo (T) 10 BE-73333 SAINT-GHISLAIN,,,,,,,,,,,NOK,,IF4WJIB10LU,https://www.proff.no/selskap/yara-tertre-s.a.n.v./-/arbeidskrafttjenester/IF4WJIB10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915229379,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'915860362,Heli-One Canada Ulc,Heli-One Canada Ulc,,,,,4740 Agar Drive RICHMOND BRITISH COLUMBIA C V7B 1A3,,,,,,,,,,,NOK,,IF5A2DM10LU,https://www.proff.no/selskap/heli-one-canada-ulc/-/arbeidskrafttjenester/IF5A2DM10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915860362,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'812791842,Ventor Energi Sp. Z. O. O Nuf,Ventor Energi Sp. Z. O. O Nuf,,,,,Ul. Drogowców 7 PL-39-200 Debica,,,,,,,,,,,NOK,,IDFWY7610LU,https://www.proff.no/selskap/ventor-energi-sp.-z.-o.-o-nuf/-/arbeidskrafttjenester/IDFWY7610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/812791842,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'916651155,Heads Recruitment Ltd,Heads Recruitment Ltd,,,,,"Kimada House,442 Flixton Road, Flixton GB-M41 6EY MANCHESTER",,,,,,,,,,,NOK,,IF5R0K310LU,https://www.proff.no/selskap/heads-recruitment-ltd/-/arbeidskrafttjenester/IF5R0K310LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916651155,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'996816761,Archer (Uk) Ltd,Archer (Uk) Ltd,,,,,"Archer House,Main Road,Blackburn Aberdeen AB21 0BP",,,,,,,,,,,NOK,,IGHH8QH10LU,https://www.proff.no/selskap/archer-uk-ltd/-/arbeidskrafttjenester/IGHH8QH10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/996816761,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'991983317,Norveglit Uab,Norveglit Uab,,,,,Pramones g 4 LT-99116 SILUTE,,,,,,148,Darius Dimsa,Daglig leder,,,NOK,,IGELN8510LU,https://www.proff.no/selskap/norveglit-uab/-/arbeidskrafttjenester/IGELN8510LU,https://virksomhet.brreg.no/nb/oppslag/enheter/991983317,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'915873642,Telecomunicacion Electronica Conmutacacion S.A.,Telecomunicacion Electronica Conmutacacion S.A.,,,,,Ronde de Europe 5 ES-28760 TRES CANBTOS (MADRID),,,,,,,,,,,NOK,,IF5ACMI10LU,https://www.proff.no/selskap/telecomunicacion-electronica-conmutacacion-s.a./-/arbeidskrafttjenester/IF5ACMI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915873642,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919276711,Uab Limesa,Uab Limesa,,,,,Vyduno al 4 LT-50294 KAUNAS,,,,,,,,,,,NOK,,IF7BAG710LU,https://www.proff.no/selskap/uab-limesa/-/arbeidskrafttjenester/IF7BAG710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919276711,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919298499,Pipe Support Ne Limited,Pipe Support Ne Limited,,,,,"Swallow House, Persons Road,,Whasington TYNE & WEAR NE37 1EZ",,,,,,,,,,,NOK,,IF7BR9F10LU,https://www.proff.no/selskap/pipe-support-ne-limited/-/arbeidskrafttjenester/IF7BR9F10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919298499,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'917886644,Star Oil Gas Power Nord Gmbh,Star Oil Gas Power Nord Gmbh,,,,,Tempowerkring 19 DE-21079 HAMBURG,,,,,,,,,,,NOK,,IF6HHV810LU,https://www.proff.no/selskap/star-oil-gas-power-nord-gmbh/-/arbeidskrafttjenester/IF6HHV810LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917886644,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919174064,Geo-Bor Sp. Z O.O.,Geo-Bor Sp. Z O.O.,,,,,ul Pileckiego 8 PL-80-225 GDANSK,,,,,,,,,,,NOK,,IF7938W10LU,https://www.proff.no/selskap/geo-bor-sp.-z-o.o./-/arbeidskrafttjenester/IF7938W10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919174064,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'990292795,Mauve Corporate Systems Uk Ltd,Mauve Corporate Systems Uk Ltd,,,mrl@magnuslegal.no,,"Blake House, 18 Blake Street, YORK YO1 8QG",,,,,,1 - 4,,,,,NOK,,IGDLET710LU,https://www.proff.no/selskap/mauve-corporate-systems-uk-ltd/-/arbeidskrafttjenester/IGDLET710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/990292795,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918488170,Stark Engineering Oü,Stark Engineering Oü,,,,,"Pikk tn 51-8,,Kesklinna district, Tallinn city 10133 Harju county",,,,,,1 - 4,Anton Stark,Daglig leder,,,NOK,,IF6UE0A10LU,https://www.proff.no/selskap/stark-engineering-o%C3%BC/-/arbeidskrafttjenester/IF6UE0A10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918488170,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918634509,Resource Solutions Limited,Resource Solutions Limited,,,,,"11 Slingsby Place,,St. Martin's Courtyard GB-LONDON WC2E 9 AB",,,,,,,,,,,NOK,,IF6XIX910LU,https://www.proff.no/selskap/resource-solutions-limited/-/arbeidskrafttjenester/IF6XIX910LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918634509,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'916614942,Innomotics S.R.O.,Innomotics S.R.O.,'+420233030303,,,https://www.innomotics.com/hub/en/cz/cs,Drasov 126 CZ-66424 DRASOV,,,,,,,,,,,NOK,,IF5Q8M610LU,https://www.proff.no/selskap/innomotics-s.r.o./-/arbeidskrafttjenester/IF5Q8M610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916614942,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'911633051,Marubeni Corporation,Marubeni Corporation,,,,,"4-2, Ohtemachi 1-chome,Chiyoda-Ku 100-8088 TOKYO",,,,,,,,,,,NOK,,IF2RGKB10LU,https://www.proff.no/selskap/marubeni-corporation/-/arbeidskrafttjenester/IF2RGKB10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/911633051,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919038292,Positive People At Work,Positive People At Work,,,,,Korpslingan 35 SE-148 40 SEGERSÄNG,,,,,,,Aline Therese Friman Varre,Daglig leder,,,NOK,,IF766HG10LU,https://www.proff.no/selskap/positive-people-at-work/-/arbeidskrafttjenester/IF766HG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919038292,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'918757023,Quinity B.V.,Quinity B.V.,,,,,Maliebaan 50 NL-3581CS UTRECHT,,,,,,,,,,,NOK,,IF705GF10LU,https://www.proff.no/selskap/quinity-b.v./-/arbeidskrafttjenester/IF705GF10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918757023,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918646868,Pkt Company S.R.O,Pkt Company S.R.O,,,,,Prenosilova 1583/17 SK-951 15 MOJMIROVCE,,,,,,,,,,,NOK,,IF6XSGK10LU,https://www.proff.no/selskap/pkt-company-s.r.o/-/arbeidskrafttjenester/IF6XSGK10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918646868,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918666796,Uab Audrena,Uab Audrena,,,,,J. Basanaviciaus a. 9 LT-70101 VILKAVISKIS,,,,,,,,,,,NOK,,IF6Y7U410LU,https://www.proff.no/selskap/uab-audrena/-/arbeidskrafttjenester/IF6Y7U410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918666796,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'917719349,Nh Entreprenør Aps Nuf,Nh Entreprenør Aps Nuf,,,,,"3 etg,Høffdingsvej 34 DK-2500 Valby",,,,,,,,,,,NOK,,IF6DWS510LU,https://www.proff.no/selskap/nh-entrepren%C3%B8r-aps-nuf/-/arbeidskrafttjenester/IF6DWS510LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917719349,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'916469381,Da Vinci Associates Ltd,Da Vinci Associates Ltd,,,,,"1 Woodview, Trampers Lane,Fareham HAMPSHIRE PO17 6DG",,,,,,,Bruce James Ross,Daglig leder,,,NOK,,IF5N4AT10LU,https://www.proff.no/selskap/da-vinci-associates-ltd/-/arbeidskrafttjenester/IF5N4AT10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916469381,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'917454698,Wman Rekrutacja i Serwis Beata Mankowska Nuf,Wman Rekrutacja i Serwis Beata Mankowska Nuf,,,,,Wesola 14 PL-80-297 Banino,,,,,,,Beata Mankowska,Daglig leder,,,NOK,,IF688KQ10LU,https://www.proff.no/selskap/wman-rekrutacja-i-serwis-beata-mankowska-nuf/-/arbeidskrafttjenester/IF688KQ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917454698,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'917319626,Nordeksa,Nordeksa,,,,,H Manto g 84 LT-KLAIPEDA 92294,,,,,,,,,,,NOK,,IF65CCQ10LU,https://www.proff.no/selskap/nordeksa/-/arbeidskrafttjenester/IF65CCQ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917319626,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'917542783,Lindorff Espana Sau,Lindorff Espana Sau,,,,,"Avenida De Bruselas 8,PLT 1, Alcobendas 28108 MADRID",,,,,,,,,,,NOK,,IF6A4JJ10LU,https://www.proff.no/selskap/lindorff-espana-sau/-/arbeidskrafttjenester/IF6A4JJ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917542783,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'998643546,Ocean Installer Crewing Limited,Ocean Installer Crewing Limited,,,,,"Brodies House, 31-33 Union Grove ABERDEEN AB10 6SD SCOTLAND",,,,,,,,,,,NOK,,IGIKEAI10LU,https://www.proff.no/selskap/ocean-installer-crewing-limited/-/arbeidskrafttjenester/IGIKEAI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/998643546,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918080368,Cargill B.V.,Cargill B.V.,,,,,Evert van de Beekstraat 378 1118CZ SCHIPHOL,,,,,,,,,,,NOK,,IF6LNCG10LU,https://www.proff.no/selskap/cargill-b.v./-/arbeidskrafttjenester/IF6LNCG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918080368,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'819658102,Mb Hoidena Nuf,Mb Hoidena Nuf,,,,,"Zirginiu str.5,Jonusu k. LT-96173 Klaipedos raj.",,,,,,1 - 4,,,,,NOK,,IDK048M10LU,https://www.proff.no/selskap/mb-hoidena-nuf/-/arbeidskrafttjenester/IDK048M10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/819658102,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919988843,Thörner Bygg Aktiebolag,Thörner Bygg Aktiebolag,,,thorner.bygg@telia.com,,Öcken Storåsen SE-66192 SÄFFLE,,,,,,0,Karl Axel Mattias Thörner,Daglig leder,,,NOK,,IF7QJXN10LU,https://www.proff.no/selskap/th%C3%B6rner-bygg-aktiebolag/-/arbeidskrafttjenester/IF7QJXN10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919988843,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920070531,Cand.No AS,Cand.No AS,'+4797707905,,cand@cand.no,https://www.cand.no/kontakt.php,Sandstuveien 2 A,1179,Oslo,Oslo,Oslo,Østlandet,,Svein Ingar Sørensen,Daglig leder,0,-40,NOK,,IF7SAYR10LU,https://www.proff.no/selskap/cand.no-as/oslo/arbeidskrafttjenester/IF7SAYR10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920070531,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'920046525,Envira Partner AS,Envira Partner AS,,,,,Nedra Lunde 1,5690,Lundegrend,Tysnes,Vestland,Vestlandet,,Morten Lunde,Daglig leder,0,-1,NOK,,IF7RSFX10LU,https://www.proff.no/selskap/envira-partner-as/lundegrend/arbeidskrafttjenester/IF7RSFX10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920046525,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'920148581,Bandmar Medical AS,Bandmar Medical AS,,,,,Sigrid Undsets veg 8,2615,Lillehammer,Lillehammer,Innlandet,Østlandet,,Dina Navjord,Daglig leder,0,-148,NOK,,IF7TZ6T10LU,https://www.proff.no/selskap/bandmar-medical-as/lillehammer/arbeidskrafttjenester/IF7TZ6T10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920148581,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'920023479,Works AS,Works AS,,,,,Vebjørns vei 5,3414,Lierstranda,Lier,Buskerud,Østlandet,,Neil Kristian Samuelsen,Styrets leder,0,-36,NOK,,IF7RANR10LU,https://www.proff.no/selskap/works-as/lierstranda/arbeidskrafttjenester/IF7RANR10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920023479,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'920146163,Uab Fjord Sales,Uab Fjord Sales,,,,,Zvelsos str. 2 - 1 LT 93235 Klaipeda,,,,,,,,,,,NOK,,IF7TXBN10LU,https://www.proff.no/selskap/uab-fjord-sales/-/arbeidskrafttjenester/IF7TXBN10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920146163,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920250394,Polly P Invest AS,Polly P Invest AS,,,,,Søndre Mohagen 98,2016,Frogner,Lillestrøm,Akershus,Østlandet,,Paal Hjertaas,Daglig leder,0,-19,NOK,,IF7W5QY10LU,https://www.proff.no/selskap/polly-p-invest-as/frogner/arbeidskrafttjenester/IF7W5QY10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920250394,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'920271715,The Connector AS,The Connector AS,'45044244,'45044244,sormerud@theconnector.no,https://www.theconnector.no,Haukåsvegen 26,2217,Hokkåsen,Kongsvinger,Innlandet,Østlandet,,Kjell-Ivar Sormerud,Styrets leder,0,0,NOK,,IF7WM7710LU,https://www.proff.no/selskap/the-connector-as/hokk%C3%A5sen/arbeidskrafttjenester/IF7WM7710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920271715,OK,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'920224849,Sensonor Holding Ag,Sensonor Holding Ag,,,,,Seefeldstrasse 104 CH-8008 ZURICH,,,,,,,Thomas Bull-Larsen,Daglig leder,,,NOK,,IF7VM1D10LU,https://www.proff.no/selskap/sensonor-holding-ag/-/arbeidskrafttjenester/IF7VM1D10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920224849,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920406955,Food Folk Danmark Aps,Food Folk Danmark Aps,,,,,Falkoner Alle 20 DK-2000 FREDERIKSBERG,,,,,,,,,,,NOK,,IF7ZIJV10LU,https://www.proff.no/selskap/food-folk-danmark-aps/-/arbeidskrafttjenester/IF7ZIJV10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920406955,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920464696,G. Brækkan Tilkallingstjeneste Bil Båt Maskin,G. Brækkan Tilkallingstjeneste Bil Båt Maskin,,,,,Mo 14,8908,Brønnøysund,Brønnøy,Nordland,Nord-Norge,,Geir Brækkan,Daglig leder,,,NOK,,IF80R3S10LU,https://www.proff.no/selskap/g.-br%C3%A6kkan-tilkallingstjeneste-bil-b%C3%A5t-maskin/br%C3%B8nn%C3%B8ysund/arbeidskrafttjenester/IF80R3S10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920464696,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'920415423,Trablider - Empresa De Trabalho Temporario Lda,Trablider - Empresa De Trabalho Temporario Lda,,,,,"Alameda da Boavista,Ent-21, Loja CQ PT-4435-213 RIO TINTO",,,,,,,,,,,NOK,,IF7ZP3310LU,https://www.proff.no/selskap/trablider-empresa-de-trabalho-temporario-lda/-/arbeidskrafttjenester/IF7ZP3310LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920415423,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920232396,Trust Personal Gmbh,Trust Personal Gmbh,'+43800246800,,office@trust-personal.at,https://www.trust-personal.at/,Kristein 2 AT-4470 ENNS,,,,,,,Roman Otto Ettinger,Daglig leder,,,NOK,,IF7VRV010LU,https://www.proff.no/selskap/trust-personal-gmbh/-/arbeidskrafttjenester/IF7VRV010LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920232396,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920491804,Yara Environmental Technologies Gmbh,Yara Environmental Technologies Gmbh,,,,,"Guglgasse 6 Gasometer A,Stiege 4 2. Stock AT-11110 WIEN",,,,,,,,,,,NOK,,IF81C0S10LU,https://www.proff.no/selskap/yara-environmental-technologies-gmbh/-/arbeidskrafttjenester/IF81C0S10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920491804,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920564798,Consulting P.A.Te.M.E Tor Emil Volle,Consulting P.A.Te.M.E Tor Emil Volle,'90830394,'90830394,tevolle@gmail.com,,Bygdøy allé 109,0273,Oslo,Oslo,Oslo,Østlandet,,Tor Emil Volle,Innehaver,,,NOK,,IF82WCE10LU,https://www.proff.no/selskap/consulting-p.a.te.m.e-tor-emil-volle/oslo/arbeidskrafttjenester/IF82WCE10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920564798,OK,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'920611311,Pichon AS,Pichon AS,,,,,Fossveien 11,0551,Oslo,Oslo,Oslo,Østlandet,,Ronnie André Siwek,Styrets leder,0,-21,NOK,,IF83W8F10LU,https://www.proff.no/selskap/pichon-as/oslo/arbeidskrafttjenester/IF83W8F10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920611311,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'920624146,Fremtidsfrue AS,Fremtidsfrue AS,'93842450,'93842450,,,Dypedalsveien 69 C,1684,Vesterøy,Hvaler,Østfold,Østlandet,,Mona Louise Schau Hermansen,Daglig leder,0,-14,NOK,,IF8464Y10LU,https://www.proff.no/selskap/fremtidsfrue-as/vester%C3%B8y/arbeidskrafttjenester/IF8464Y10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920624146,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'920632173,Rent Man Personal AS,Rent Man Personal AS,,,peeter.kula@rentmanpersonal.com,,Bogstadveien 27 B,0355,Oslo,Oslo,Oslo,Østlandet,,Peeter Kula,Styrets leder,0,-15,NOK,,IF84CBX10LU,https://www.proff.no/selskap/rent-man-personal-as/oslo/arbeidskrafttjenester/IF84CBX10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920632173,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'920615368,Savannah Surfaces Ltd,Savannah Surfaces Ltd,,,trond@sportsurface.no,,"36 Weston Lea Drive, Rd 2 3282 HAMILTON",,,,,,1 - 4,Eivind Bø Furlund,Daglig leder,,,NOK,,IF83ZD410LU,https://www.proff.no/selskap/savannah-surfaces-ltd/-/arbeidskrafttjenester/IF83ZD410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920615368,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920687164,Hmb AS,Hmb AS,,,,,Lysaker brygge 20,1366,Lysaker,Bærum,Akershus,Østlandet,,Harald Eivind Hernes Magistad,Daglig leder,0,0,NOK,,IF85IRG10LU,https://www.proff.no/selskap/hmb-as/lysaker/arbeidskrafttjenester/IF85IRG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920687164,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'920629652,Rowan Ventures Ltd,Rowan Ventures Ltd,,,mlr@magnuslegal.no,,"30, 37 Reform Street DD1 1RJ DUNDEE",,,,,,,,,,,NOK,,IF84ADW10LU,https://www.proff.no/selskap/rowan-ventures-ltd/-/arbeidskrafttjenester/IF84ADW10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920629652,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920662862,Gyptech Gmbh,Gyptech Gmbh,,,,,Schleifmühlweg 25A DE-86633 NEUBURG DONAU,,,,,,,,,,,NOK,,IF8500E10LU,https://www.proff.no/selskap/gyptech-gmbh/-/arbeidskrafttjenester/IF8500E10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920662862,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920658121,Tännström Spårteknik Ab,Tännström Spårteknik Ab,,,,,Morn 29 SE-78 692 DALA-JÄRNA,,,,,,1 - 4,,,,,NOK,,IF84WCP10LU,https://www.proff.no/selskap/t%C3%A4nnstr%C3%B6m-sp%C3%A5rteknik-ab/-/arbeidskrafttjenester/IF84WCP10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920658121,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'920670644,Tidemann - Hr Rekruttering,Tidemann - Hr Rekruttering,,,,,Ryensvingen 11,0680,Oslo,Oslo,Oslo,Østlandet,,Henning Tidemann,Daglig leder,,,NOK,,IF8560K10LU,https://www.proff.no/selskap/tidemann-hr-rekruttering/oslo/arbeidskrafttjenester/IF8560K10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920670644,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'920692915,Vws Norwegian Branch,Vws Norwegian Branch,,,postnorway@krugerkaldnes.no,,"L""Aquarène"",1 Place Montgolfier FR-94410 SAINT-MAURICE",,,,,,,,,,,NOK,,IF85N7710LU,https://www.proff.no/selskap/vws-norwegian-branch/-/arbeidskrafttjenester/IF85N7710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920692915,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
