stt,ten_cong_ty,trang_thai_khop,ten_chinh_thuc_rekvizitai,ma_so_doanh_nghiep,ma_so_thue_vat,so_dien_thoai,email,website,nguoi_dai_dien,chuc_vu,so_nhan_vien,dia_chi_dang_ky,thanh_pho_dang_ky,ma_buu_chinh_dang_ky,nganh_nghe_dang_ky,rekvizitai_url,ma_phe_duyet_traces,so_luong_nganh_cap_phep,cac_nganh_hoat_dong,cac_hoat_dong_chi_tiet,dia_chi_traces,thanh_pho_traces,vung_tinh_traces,quoc_gia,tag_doanh_nghiep_maps,facebook_url,dia_chi_maps,nguon_enrich
349,UAB Grialtis,MATCH,"Grialtis, UAB",221549310,LT215493113,+370 5 2388798,,,Albertas Grigalevičius,,10,"Geležinio Vilko g. 2, LT-03150 Vilnius",Vilnius,LT-03150,Maisto parduotuvės; Didmeninė prekyba; Maisto produktai; Šaldyti maisto produktai,https://rekvizitai.vz.lt/imone/grialtis_a_grigaleviciaus_prekybos_firma/,LT 01-26; LT 01-09 EB,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,Geležinio Vilko g. 2,Vilnius,Vilnius County,Lithuania,,,,
350,UAB Griveta,MATCH,"Griveta, UAB",303306884,LT100008747310,+370 656 68007,,,Jūratė Paškevič,,4,"Eišiškių pl. 127, LT-02184 Vilnius",Vilnius,LT-02184,"Mėsa, mėsos produktai; Didmeninė prekyba; Gamyba; Maisto gamyba",https://rekvizitai.vz.lt/imone/griveta/,LT 41-19,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,Eglinės k.,Eglinė,Vilnius County,Lithuania,,,,
351,UAB Gyveta,MATCH,"Gyveta, UAB",300582144,LT100002514319,+370 45 589076,,,Asta Dobrovolskienė,direktorė,15,"Bobkalnio g. 23, LT-37450 Panevėžys",Panevėžys,LT-37450,"Mėsa, mėsos produktai; Didmeninė prekyba; Maisto produktai; Mažmeninė prekyba",https://rekvizitai.vz.lt/imone/gyveta/,LT66-01 EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse; CP - Cutting Plant,"Klevų g. 42A, Vaivadų k., Panevėžio r 
LT 38444",Vaivadai,Panevezys County,Lithuania,,,,
352,UAB HES-PRO VILNIUS,MATCH,"Hes-Pro Vilnius, UAB",300553267,LT100003047416,+370 608 00025,,,KARI JUHANI SALMELA,,1,"Ukmergės g. 238, LT-07160 Vilnius",Vilnius,LT-07160,"Kavinės, klubai, barai, restoranai",https://rekvizitai.vz.lt/imone/uab_hes_pro_vilnius/,33MTSPĮ-1079,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Sodų g. 135, Tirkiliškių k., Alšėnų sen., Kauno r.",Tirkiliškiai,Kaunas County,Lithuania,,,,
353,UAB Handelshus,MATCH,"Handelshus, UAB",221412030,LT214120314,+370 622 77721,,http://www.handelshus.eu,Mantas Kelpšas,,34,"Dariaus ir Girėno g. 34A, LT-02189 Vilnius",Vilnius,LT-02189,"Maisto produktai; Kavinės, klubai, barai, restoranai; Maisto gamyba; Mažmeninė prekyba",https://rekvizitai.vz.lt/imone/pontem/,LT 01-29,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,Savanorių pr. 180,Vilnius,Vilnius County,Lithuania,,,,
354,UAB Hantera,MATCH,"Hantera, UAB",302868735,LT100008405716,+370 601 88661,,http://hantera.lt,Arvidas Čėsna,direktorius,2,"Paežerės g. 5, Paluokės k., Plungės r.",Plungės r.,LT-90190,"Gyvuliai, žvėrys, paukščiai ir jų veisimas; Kaimo turizmas",https://rekvizitai.vz.lt/imone/hantera/,68-13,1,WM (Wild game meat),GHE - Game-Handling Establishment,"Paežerės g. 5, Paluokės k., Plungės r. sav.",Paluokė,Telsiai County,Lithuania,,,,
355,UAB ICECO žuvis,MATCH,"ICECO Žuvis, UAB",304096563,LT100009688710,+370 343 92745,,http://www.icecofish.com,Darius Grubys,direktorius,204,"Ledo g. 1, Liepynų k., Marijampolė",Marijampolė,LT-68126,"Žuvininkystė, žuvies produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/iceco_zuvis/,LT 51-15 EB; 190011873; 520001880,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),PP - Processing Plant | WM - Wholesale Market,"Ledo g. 1, Liepynų k., LT-68126 Marijampolė",Liepynai,Marijampole County,Lithuania,,,,
356,UAB IMLITEX,MATCH,"Imlitex, UAB",134004743,LT340047413,+370 37 322047,,http://www.imlitex.com,Raimondas Augustinas,,54,"Europos pr. 124, LT-46351 Kaunas",Kaunas,LT-46351,Energetika; Didmeninė prekyba; Eksportas,https://rekvizitai.vz.lt/imone/imlitex/,190008791,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr., Kauno m. sav., Kaunas, Europos pr. 38",Kaunas,Kaunas County,Lithuania,,,,
357,UAB INDAS RESOURCES,MATCH,"Indas Resources, UAB",304258442,LT100010523513,+370 621 22380,,,Olena Tovchyhrechko,direktorė,2,"T. Kosciuškos g. 24-7, LT-01100 Vilnius",Vilnius,LT-01100,"Pienas, pieno produktai",https://rekvizitai.vz.lt/imone/indas_resources/,304258442,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,"Kauno apskr., Kauno r. sav., Karmėlavos sen., Biruliškių k., Terminalo g. 6",Biruliškės,Kaunas County,Lithuania,,,,
358,UAB Iceco trade,MATCH,"ICECO Trade, UAB",135577087,LT100003859919,+370 343 92745,,http://www.icecotrade.com,Evaldas Kazlauskis,direktorius,16,"Ledo g. 1, Liepynų k., Marijampolė",Marijampolė,LT-68126,"Maisto produktai; Šaldyti maisto produktai; Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/bfg_administracija/,190011854; 520001858,1,GEN (General activity establishment - EU),WM - Wholesale Market | CS - Cold Stores; WM - Wholesale Market,"B.Brazdžionio g. 21, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
359,UAB JATKANČIŲ MĖSINĖ,MATCH,"Jatkančių mėsinė, UAB",179885955,LT798859515,+370 620 20080,,,,,22,"Jatkančių g. 11, Jatkančių k., LT-72105 Tauragės r.",Tauragės r.,LT-72105,"Maisto produktai; Gamyba; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/jatkanciu_mesine/,77-23,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Tauragės apskr., Tauragės r. sav., Tauragės sen., Jatkančių k.",Jatkančiai,Taurage County,Lithuania,,,,
360,UAB JONIŠKIO MĖSA,MATCH,"Joniškio mėsa, UAB",157590265,LT575902610,+370 618 29877,,,Airidas Kazimieraitis,direktorius,25,"Mokyklos g. 2, Gasčiūnų k., Joniškio r.",Joniškio r.,LT-84246,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/v_kazimieraitienes_prekybos_imone/,LT 47-07,1,RPM (Meat products),PP - Processing Plant,"Mokyklos g. 2, Gasčiūnų k.",Joniškis,Siauliai County,Lithuania,,,,
361,UAB Jolada,MATCH,"Jolada, UAB",141089772,LT410897716,+370 387 52509,,,Rimantas Ruginis,direktorius,15,"Statybininkų g. 21, LT-18127 Švenčionys",Švenčionys,LT-18127,"Žuvininkystė, žuvies produktai; Gamyba",https://rekvizitai.vz.lt/imone/jolada/,86-09; 86-01,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),PP - Processing Plant | CS - Cold Stores,"Aukštaičių g. 33,Cirkliškis,Cirkliškio sen.,Švenčionių r. sav.",Cirkliškis,Vilnius County,Lithuania,,,,
362,UAB Judex,MATCH,"Judex, UAB",134494286,LT344942811,+370 37 342046,,http://www.judex.lt,Remigijus Kalinauskas,generalinis direktorius,93,"Europos pr. 96C, LT-46351 Kaunas",Kaunas,LT-46351,Maisto produktai; Didmeninė prekyba; Gamyba; Šaldyti maisto produktai,https://rekvizitai.vz.lt/imone/judex/,19-33,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Europos pr. 96C, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
363,UAB Jurbarkų mėsa,MATCH,"Jurbarkų mėsa, UAB",158249726,LT582497219,+370 616 93373,,,,,28,"Daržų g. 10, Jurbarkų k., LT-74205 Jurbarko r.",Jurbarko r.,LT-74205,"Mėsa, mėsos produktai; Gamyba; Kavinės, klubai, barai, restoranai; Maisto produktai",https://rekvizitai.vz.lt/imone/jurbarku_mesa/,LT 94-04 EB,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MP - Meat Preparation Plant; MM - Minced Meat Plant | SH - Slaughterhouse; CP - Cutting Plant | PP - Processing Plant,"Daržų g. 10, Jurbarkų k.,  Jurbarkų sen., Jurbarko r. sav., Tauragės apskr.",Jurbarkai,Taurage County,Lithuania,,,,
364,UAB Jurestos prekyba,NO_MATCH,,,,,,,,,,,,,,,LT 41-18 EB,1,RPM (Meat products),PP - Processing Plant,"Eglinės km., Marijampolio sen., Vilniaus raj.",Eglinė,Vilnius County,Lithuania,,,,
365,UAB Jurginų mėsa,MATCH,"Jurginų mėsa, UAB",304239919,LT100010143119,+370 655 66175,,,Ričardas Lukošius,direktorius,10,"Jurginų k. 12, Jurginų k., LT-20304 Ukmergės r.",Ukmergės r.,LT-20304,"Mėsa, mėsos produktai; Gamyba",https://rekvizitai.vz.lt/imone/jurginu_mesa/,LT 81-304 M,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Jurįginų k., Deltuvos sen.",Jurginai,Vilnius County,Lithuania,,,,
366,UAB KAIMIŠKAS DŪMAS,MATCH,"Kaimiškas dūmas, UAB",179479723,LT794797219,+370 446 46946,,,,,,"Dacijonai, LT-72365 Tauragės r.",Tauragės r.,LT-72365,"Maisto produktai; Gamyba; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/virginijos_pietarienes_gamybos_imone/,77-32,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MM - Minced Meat Plant | CP - Cutting Plant | PP - Processing Plant,"Tauragės apskr., Tauragės r. sav., Tauragės sen., Dacijonai",Dacijonai,Taurage County,Lithuania,,,,
367,UAB KANRUGĖLĖ,MATCH,"Kanrugėlė, UAB",300037101,LT100001175612,+370 421 45920,,http://www.kanrugele.lt,Virgaudas Kanauka,,46,"Statybininkų g. 26A, Pakruojis",Pakruojis,LT-83182,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/kanrugele/,LT65-01 EB,1,RPM (Meat products),PP - Processing Plant,Statybininkų g.26A,Pakruojis,Siauliai County,Lithuania,,,,
368,UAB KAUNO LOBIS,MATCH,"Kauno lobis, UAB",134824182,LT348241811,+370 37 352547,,http://www.busgeriau.lt,Robertas Jampolskis,direktorius,,"Baltijos g. 6-8, LT-48246 Kaunas",Kaunas,LT-48246,"Tepalai, alyvos; Metalų pardavimas, supirkimas; Santechnika; Šildymas, įrenginiai",https://rekvizitai.vz.lt/imone/kauno_lobis/,190001159,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno m. sav., Kaunas, Draugystės g. 19",Kaunas,Kaunas County,Lithuania,,,,
369,UAB KAUNO ŽUVIS,MATCH,"Kauno žuvis, UAB",134265348,LT342653412,+370 37 452446,,http://www.kaunozuvis.lt,Kęstutis Jurgilas,,21,"Taikos pr. 94, LT-51179 Kaunas",Kaunas,LT-51179,"Sandėliavimas; Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/kauno_zuvis/,190000408; LT 19-34,1,GEN (General activity establishment - EU),WM - Wholesale Market | CS - Cold Stores,"Kauno apskr., Kauno m. sav., Kaunas, Taikos pr. 94",Kaunas,Kaunas County,Lithuania,,,,
370,UAB KIAUŠINIŲ ŪKIS,MATCH,"Kiaušinių ūkis, UAB",304198493,LT100010018919,+370 614 93233,,,Albertas Veprauskas,direktorius,,"Maironio g. 6-1, LT-44302 Kaunas",Kaunas,LT-44302,"Gyvuliai, žvėrys, paukščiai ir jų veisimas; Maisto produktai",https://rekvizitai.vz.lt/imone/kiausiniu_ukis/,190010141,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno m. sav., Kaunas, Taikos pr. 94",Kaunas,Kaunas County,Lithuania,,,,
371,UAB KNYSLYS,MATCH,"Knyslys, UAB",135713740,LT357137418,+370 37 770176,,,Elena Mackevičienė,,9,"Kovo 11-osios g. 118-57, Kaunas",Kaunas,,Maisto parduotuvės; Mažmeninė prekyba,https://rekvizitai.vz.lt/imone/uab_knyslys/,190009287,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno m. sav., Kaunas, Pramonės pr. 16",Kaunas,Kaunas County,Lithuania,,,,
372,UAB KUNIONIŲ RŪKYKLĖLĖ,MATCH,"UAB ""Kunionių rūkyklėlė""",302696919,LT100006561312,+370 699 27686,,http://www.rukyklele.lt,Dainius Kižauskas,,5,"Liepų g. 1, Kunioniai, LT-58201 Kėdainių r.",Kėdainių r.,LT-58201,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/kunioniu_rukyklele/,53-07,1,RPM (Meat products),PP - Processing Plant,"Liepų g., 1, Kunionių k., Josvainių sen., Kėdainių r",Kunioniai,Kaunas County,Lithuania,,,,
373,UAB KUŽIŲ MĖSA,MATCH,"UAB ""Kužių mėsa""",302736737,LT100007037919,+370 606 45812,,,Marija Irutė Kievišienė,direktorė,14,"Kaštonų g. 9, Gruzdžiai, LT-81419 Šiaulių r.",Šiaulių r.,LT-81419,Maisto produktai; Gamyba,https://rekvizitai.vz.lt/imone/kuziu_mesa/,LT91-01EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Žalioji g. 2D, Amalių k., Kužių sen., Šiaulių r. LT-80263",Kužiai,Siauliai County,Lithuania,,,,
374,UAB Kadaginė,MATCH,"Kadaginė, UAB",304553318,LT100011081312,+370 663 64875,,https://kadagine.lt,,,20,"Molėtų pl. 283A, Varniškės, LT-15141 Vilniaus r.",Vilniaus r.,LT-15141,"Mėsa, mėsos produktai; Interneto parduotuvės; Maisto gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/kadagine/,LT 41-019 M,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Varniškių k. , Riešės sen., Vilniaus r.",Varniškė,Vilnius County,Lithuania,,,,
375,UAB Kaišiadorių paukštynas,MATCH,"Kaišiadorių paukštynas, AB",158891218,LT588912113,+370 346 51034,,http://www.paukstynas.eu,Saulius Petkevičius,generalinis direktorius,247,"Paukštininkų g. 15, LT-56110 Kaišiadorys",Kaišiadorys,LT-56110,"Gyvuliai, žvėrys, paukščiai ir jų veisimas; Didmeninė prekyba; Mėsa, mėsos produktai; Šaldyti maisto produktai",https://rekvizitai.vz.lt/imone/kaisiadoriu_paukstynas/,190011698,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 96, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
376,UAB Kalėdienės ūkis,MATCH,"Kalėdienės ūkis, UAB",159620440,LT100013038112,+370 37 430370,,,Jūratė Oleinikienė,,7,"Dubravų g. 12, Šlienavos k., LT-53145 Kauno r.",Kauno r.,LT-53145,"Mėsa, mėsos produktai; Maisto produktai",https://rekvizitai.vz.lt/imone/n_kaledienes_ii/,52-02,1,RPM (Meat products),PP - Processing Plant,"Dubravų g.12, Šlienava, Kauno raj.",Šlienava,Kaunas County,Lithuania,,,,
377,UAB Kaminatrans,MATCH,"Kaminatrans, UAB",300042276,LT100001556411,+370 46 399419,,http://www.kaminatrans.lt,Paulius Vaigauskas,direktorius,19,"I. Kanto g. 16, LT-92237 Klaipėda",Klaipėda,LT-92237,Sandėliavimas; Logistikos paslaugos,https://rekvizitai.vz.lt/imone/kaminatrans/,LT 21-12 EB,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,"Naujoji uosto 23, Klaipėda",Klaipėda,Klaipeda County,Lithuania,,,,
378,UAB Karališka kibininė,MATCH,Karališka kibininė UAB,302508865,LT100005392314,+370 659 08452,,http://kibinas.lt,Zinaida Juškienė,direktorė,131,"Logistikos g. 4, Sausiai, LT-21401 Trakų r.",Trakų r.,LT-21401,"Kavinės, klubai, barai, restoranai; Maistas į namus, biurą",https://rekvizitai.vz.lt/imone/karaliska_kibinine/,LT 79-06,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,Sausiai,Sausiai,Vilnius County,Lithuania,,,,
379,UAB Karališka žuvis,MATCH,"Karališka žuvis, UAB",304092458,LT100009690319,,,http://www.geroszuvies.lt,,,,"Santariškių g. 117-30, LT-08465 Vilnius",Vilnius,LT-08465,"Žuvininkystė, žuvies produktai; Gamyba; Maisto gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/karaliska_zuvis/,LT 41-09,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),FFPP - Fresh Fishery Products Plant | CS - Cold Stores,Prašiškių g. 53,Vanaginė,Vilnius County,Lithuania,,,,
380,UAB Karosas,NO_MATCH,,,,,,,,,,,,,,,LT 01-097 Ž,1,FFP (Fishery products - EU),PP - Processing Plant,Gariūnų g. 56,Vilnius,Vilnius County,Lithuania,,,,
381,UAB Kazena,MATCH,"Kazena, UAB",160285843,LT602858413,+370 37 563666,,,Romualdas Kalinauskas,direktorius,9,"Virbališkiai, Kauno r.",Kauno r.,,"Mėsa, mėsos produktai; Gamyba; Gyvuliai, žvėrys, paukščiai ir jų veisimas; Maisto produktai",https://rekvizitai.vz.lt/imone/kazena/,52-22,1,RM (Meat of domestic ungulates),CP - Cutting Plant,"Verslo g. 3, Virbališkių k., Ringaudų sen., Kauno raj.",Virbališkiai,Kaunas County,Lithuania,,,,
382,UAB Kelmės pienas,MATCH,"Kelmės pienas, UAB",305658215,LT100013728614,+370 427 61246,,https://vilvigroup.lt/,Eduardas Mačiulis,,217,"Raseinių g. 2, LT-86160 Kelmė",Kelmė,LT-86160,"Pienas, pieno produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/kelmes_pienas/,54-01P,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"Raseinių g. 2, Kelmė",Kelmė,Siauliai County,Lithuania,,,,
383,UAB Klingai,MATCH,"Klingai, UAB",134481787,LT344817811,+370 37 407258,,http://www.klingai.lt,Audrius Vilčinskas,,59,"Energetikų g. 20, Kaunas",Kaunas,LT-52461,"Maisto produktai; Didmeninė prekyba; Kava, arbata; Maisto gamyba",https://rekvizitai.vz.lt/imone/klingai/,19-15,1,GEN (General activity establishment - EU),RW - Re-wrapping Establishment; CS - Cold Stores,"Ekskavatorininkų g. 1, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
384,UAB Krekenavos agrofirma,MATCH,"KREKENAVOS AGROFIRMA, UAB",168586873,LT685868716,+370 347 77200,,http://krekenavos.lt,Linas Grikšas,generalinis direktorius,1076,"Mantvilonių k. 1, Mantvilonių k., LT-57346 Kėdainių r.",Kėdainių r.,LT-57346,"Mėsa, mėsos produktai; Eksportas; Maisto gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/krekenavos_agrofirma/,190000459; 190011836; 190011765; LT53-04EB; LT685868716,4,GEN (General activity establishment - EU) | RM (Meat of domestic ungulates) | GM (Meat of farmed game) | RPM (Meat products),WM - Wholesale Market | SH - Slaughterhouse | CP - Cutting Plant | PP - Processing Plant,"Taikos pr. 94, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
385,UAB Kumpeliukas,MATCH,"UAB ""Kumpeliukas""",302610012,LT100006440414,+370 632 02000,,,Vilija Gardienė,direktorė,54,"Vandžiogalos pl. 82, LT-47460 Kaunas",Kaunas,LT-47460,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/kumpeliukas/,52-21,1,RPM (Meat products),PP - Processing Plant,"Špokų g. 10, Varluvos k., Kauno raj.",Varluva,Kaunas County,Lithuania,,,,
386,UAB Kėdainių konservų fabrikas,MATCH,"Kėdainių konservų fabrikas, UAB",161612618,LT616126113,+370 347 77282,,http://www.kkf.lt,Mindaugas Antanaitis,,251,"Kėdainių g. 50, Šingalių k., LT-58191 Kėdainių r.",Kėdainių r.,LT-58191,Maisto produktai; Didmeninė prekyba; Eksportas; Gamyba,https://rekvizitai.vz.lt/imone/kedainiu_konservu_fabrikas/,53-01; 53-11,2,FFP (Fishery products - EU) | RPM (Meat products),PP - Processing Plant,"Šingalių k., Josvainių sen., Kėdainių r. LT-58191",Šingaliai,Kaunas County,Lithuania,,,,
387,UAB LESTENA,MATCH,"Lestena, UAB",303144382,LT100008048011,+370 672 03664,,http://www.lestena.eu,Jolita Valantinienė,,39,"Loretos Asanavičiūtės g. 5A, LT-04300 Vilnius",Vilnius,LT-04300,"Didmeninė prekyba; Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/lestena/,LT98-01EB; LT 91-08; LT29-10,1,GEN (General activity establishment - EU),CS - Cold Stores,"Šiaulių r., Kairiai, Pramonės g.3A",Kairiai,Siauliai County,Lithuania,,,,
388,UAB LINKUVOS MĖSA,MATCH,"Linkuvos mėsa, UAB",168290027,LT682900219,+370 614 51653,,https://linkuvosmesa.lt/,Asta Gendvilienė,,36,"Valakų g. 7, Linkuva, LT-83445 Pakruojo r.",Pakruojo r.,LT-83445,"Mėsa, mėsos produktai; Didmeninė prekyba; Maisto produktai; Mažmeninė prekyba",https://rekvizitai.vz.lt/imone/linkuvos_mesa/,LT65-21 EB,1,RPM (Meat products),PP - Processing Plant,Valakų g. 7,Linkuva,Siauliai County,Lithuania,,,,
389,UAB LITAMILK,MATCH,"Litamilk, UAB",111655912,LT116559113,+370 5 2642565,,http://www.litamilk.lt,Kotryna Uleckaitė,direktorė,44,"Kirtimų g. 49, LT-02244 Vilnius",Vilnius,LT-02244,"Pienas, pieno produktai; Didmeninė prekyba; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/litamilk/,01-35 P,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,Kirtimų g. 49,Vilnius,Vilnius County,Lithuania,,,,
390,UAB LUKRITMA,MATCH,"UAB ""Lukritma""",181704230,LT817042314,+370 698 09266,,,Marijus Kameneckas,direktorius,15,"Trakų g. 86, Semeliškės, Elektrėnai",Elektrėnai,LT-21301,Gėrimai (alkoholiniai); Didmeninė prekyba; Maisto produktai,https://rekvizitai.vz.lt/imone/uab_lukritma/,181704230,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr., Kauno raj., Karmėlavos se., Veterinarų g. 46",Karmėlava,Kaunas County,Lithuania,,,,
391,UAB LUNA TRADE,NO_MATCH,,,,,,,,,,,,,,,520001720; 520001704,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Marijampolės g. 27, Pagiriai, Garliavos sen., Kauno r.",Kalinava,Kaunas County,Lithuania,,,,
392,UAB Ledo broliai,MATCH,"Ledo broliai, UAB",304045519,LT100009433710,+370 650 56015,,,,,,Kauno r.,Kauno r.,,"Konditerija, saldumynai",https://rekvizitai.vz.lt/imone/ledo_broliai/,520001620; 190011360,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Marijampolės g. 27, Pagiriai, Garliavos sen., Kauno r.",Pagiriai,Kaunas County,Lithuania,,,,
393,UAB Lestvus,NO_MATCH,,,,,,,,,,,,,,,LT 01-098 Ž,1,FFP (Fishery products - EU),PP - Processing Plant,Gurių g. 129,Vilnius,Vilnius County,Lithuania,,,,
394,UAB Lidl Lietuva,MATCH,"Lidl Lietuva, UAB",111791015,LT117910113,+370 800 10011,,http://www.lidl.lt,Janusz Przemyslaw Wlodarczyk,,2877,"Viršuliškių skg. 34-1, LT-05132 Vilnius",Vilnius,LT-05132,Mažmeninė prekyba; Maisto parduotuvės,https://rekvizitai.vz.lt/imone/uab_lidl/,520001867,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Erdvės g. 41, Ramučių k., Karmėlavos sen., Kauno  r.",Kaunas,Kaunas County,Lithuania,,,,
395,UAB Litcargus,MATCH,"Litcargus, UAB",110530770,LT105307716,+370 5 2329290,,http://www.litcargus.lt,Generalinis direktorius Linas Vaškys,,405,"Rodūnios kel. 2, LT-02189 Vilnius",Vilnius,LT-02189,"Oro transportas, aviacija; Logistikos paslaugos",https://rekvizitai.vz.lt/imone/litcargus/,52-28,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,"Oro uosto g. 4, Karmėlava, Kauno r.",Karmėlava,Kaunas County,Lithuania,,,,
