stt,name,business_id,website,email,phone,address,postal_code,city,cities_all,province,keywords_found,offices_count,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url,tag_doanh_nghiep_maps,dia_chi_maps,nguon_enrich
1768,Sansaino Oy,3564128-9,https://www.sansaino.com,donna@sansaino.com,050 337 7473,Ukonkivenkatu 18,15160,LAHTI,LAHTI,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4234786,,,
1769,Santa's Little Helper,3277025-3,,henrymalinen90@gmail.com,050 490 2886,,,KULHO,KULHO,Pohjois-Karjalan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3800399,,,
1770,Santa's Staff Oy,3495947-1,,,040 242 5715,,,TERVOLA,TERVOLA,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4161750,,,
1771,Santrupti Rekrytointi Oy,3221522-5,https://www.santrupti.fi,,,Kylväjäntie 15 C,47400,KAUSALA,KAUSALA,Uudenmaan maakunta,Henkilöstövuokraus; Rekrytointi,2,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,3,,,,,https://www.finder.fi/yritys/3609353,,,
1772,Sarajas Oy,3215798-5,,,,,,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,86,1,11,,,https://www.finder.fi/yritys/3593823,,,
1773,Sarfaraj Elegance,3485981-7,,,,,,HELSINKI,HELSINKI,,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4262800,,,
1774,Sarihenna Oy,2873418-8,,sarihenna@gmail.com,040 515 1759,,,NILSIÄ,NILSIÄ,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,46,1,-4,,,https://www.finder.fi/yritys/3198519,,,
1775,Sarvi Steel Oy,3508394-2,,topias.sarvilahti@gmail.com,040 580 6681,,,LAPPEENRANTA,LAPPEENRANTA,Etelä-Karjalan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,62,2,-2,,,https://www.finder.fi/yritys/4176652,,,
1776,Sasha International Oy,3388791-2,https://Sashaoy.fi,oy.sashaint@gmail.com,050 366 6339,,,TURKU,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4039462,,,
1777,SataDoc Oy,3019840-9,https://www.satadoc.fi,tuomas@laurilat.org,050 350 8349,,,TURKU,TURKU,Satakunnan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3321617,,,
1778,Satafarma & Greige Oy,2741990-1,https://www.satafarma.fi,pauliina.reuna@satafarma.fi,044 012 0836,Niittykulmantie 22 A 5,28760,PORI,PORI,Satakunnan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,36,7,,,https://www.finder.fi/yritys/3113752,,,
1779,Satumaan Tallipalvelu Oy,2088702-4,,hekate2002@hotmail.com,044 530 4574,Kipparinkärki 2,50800,MIKKELI,MIKKELI,Etelä-Savon maakunta,Henkilöstövuokraus,1,96999,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,23,1,-3,,,https://www.finder.fi/yritys/1531117,,,
1780,Sauvoworks Oy,3120945-6,,,,,,SAUVO,SAUVO,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,173,22,12,,,https://www.finder.fi/yritys/3366834,,,
1781,Sawon Tilitiimi Oy,3464479-5,,sawontilitiimi@gmail.com,041 314 8956,Relanderinkatu 95,78210,VARKAUS,VARKAUS,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,46,1,5,,,https://www.finder.fi/yritys/4127112,,,
1782,ScaffoldLT Oy Ltd,3243140-3,,,,,,OULU,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1875,48,47,,,https://www.finder.fi/yritys/3684371,,,
1783,Scandic Proff Oy,3444900-9,https://www.muovipak.fi,myynti@hoset.fi,045 854 9119,,,VANTAA,VANTAA,Pirkanmaan maakunta,Henkilöstövuokraus,1,47551,Huonekalujen vähittäiskauppa,Henkilöstövuokraus,Osakeyhtiö,218,,3,,,https://www.finder.fi/yritys/4107281,,,
1784,Scandinaval Finland Oy,2199021-8,https://www.scandinaval.fi,info@scandinaval.fi,040 512 5553,Laippatie 4 B,00880,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2060,33,-90,,,https://www.finder.fi/yritys/1948678,,,
1785,Scandinavian Smart Solutions Oy,3373392-1,,,,,,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,11,1,8,,,https://www.finder.fi/yritys/4019163,,,
1786,Scr Consulting Finland Ab,3605969-6,,,,,,VAASA,VAASA,Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4282444,,,
1787,Scullers Oy,3574899-1,,,,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4246827,,,
1788,SeTo Consulting Oy,3200194-8,,sebastian@setoconsulting.fi,044 290 3840,Rönnvägen 10 B,64200,NÄRPIÖ,NÄRPIÖ,Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,34,2,4,,,https://www.finder.fi/yritys/3576414,,,
1789,Seasons HR Management Oy,2405172-6,https://www.seasons.fi,info@seasons.fi,020 734 6610,Pohjoisranta 11 D,28100,PORI,PORI,Satakunnan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4186,101,45,,,https://www.finder.fi/yritys/2540633,,,
1790,Sebastyan Oy,3175075-2,,tim.hirvonen@gmail.com,044 093 3844,,,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,9,,-9,,,https://www.finder.fi/yritys/3547383,,,
1791,Seinäjoen Kodintekniikka Oy,2848212-8,,tavaratalopaallikko.seinajoki@gigantti.fi,050 306 6933,Rengastie 2 B,60120,SEINÄJOKI,SEINÄJOKI,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,870,19,91,,,https://www.finder.fi/yritys/3182350,,,
1792,Sekatyön Voima Oy,3095262-7,,tyonvoima@gmail.com,044 259 0144,,,OULU,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,5,1,,,,https://www.finder.fi/yritys/3336912,,,
1793,Osuuskunta Senioriekspertit - Senior Experts,1069544-0,https://www.senioriekspertit.fi,reijo.maatta@senioriekspertit.fi,050 573 9149,Lapinkävijäntie 1,96100,ROVANIEMI,ROVANIEMI,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,"Arkkitehtitoimisto, suunnittelutoimisto; Henkilöstövuokraus; Insinööritoimisto, suunnittelutoimisto; Sisustusarkkitehtitoimisto; Suunnittelutoimisto",Osuuskunta,36,,,,,https://www.finder.fi/yritys/396181,,,
1794,Seniorivoima Oy,3181067-1,https://www.seniorivoima.fi,esap1457@gmail.com,050 566 8478,Palokunnantie 36 as. 2,15800,LAHTI,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,96999,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,27,,-1,,,https://www.finder.fi/yritys/3554824,,,
1795,Sepha Oy,3490337-1,,,,,,KUOPIO,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4153596,,,
1796,Sepponen Enterprises Oy,2516840-8,https://www.sepponenenterprises.com,pete.sepponen@gmail.com,045 262 7282,Selintie 546,03320,SELKI,SELKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,179,,1,,,https://www.finder.fi/yritys/2753635,,,
1797,Servisone Henkilöstö Oy,3563595-4,,,,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4234375,,,
1798,Servixo Oy,3612601-9,https://www.servixo.net,support@servixo.net,041 326 7970,,,LOHJA,LOHJA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4293415,,,
1799,Seure Henkilöstöpalvelut Oy,0800415-3,https://www.seure.fi,seure@seure.fi,,Toinen Linja 7,00530,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,107393,6488,1564,,,https://www.finder.fi/yritys/136814,,,
1800,Shadow Rent Oy,3509378-8,https://www.shadowfleet.fi,,,,,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,223,2,12,,,https://www.finder.fi/yritys/4177847,,,
1801,Shook Oy,3314997-9,,jereroth@hotmail.com,044 515 5554,Keltasafiirinpolku 5 A 10,01700,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,132,,1,,,https://www.finder.fi/yritys/3870046,,,
1802,Show House Molin Oy,1009499-5,,linda@highheels.fi,040 545 4951,Myllyväenkatu 5 B,00920,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,50,1,6,,,https://www.finder.fi/yritys/304375,,,
1803,"Sia ""Turin"", Suomen Sivuliike",3538706-5,,info@turin.lv,,,,VANTAA,VANTAA,,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Ulkom.elinkeinonharj.sivuliike,65,3,15,,,https://www.finder.fi/yritys/4235803,,,
1804,Sia Soon Hr,3432315-8,,info@soonhr.eu,+37 129 331 310,Murtomaantie 1 C 74,20300,TURKU,TURKU,,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Ulkom.elinkeinonharj.sivuliike,,,,,,https://www.finder.fi/yritys/4279703,,,
1805,Sidekicks C Drops Oy,3142900-2,,bucioacaionut02@gmail.com,040 478 0974,Säkkijärventie 42,28300,PORI,PORI,Satakunnan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,25,,18,,,https://www.finder.fi/yritys/3495212,,,
1806,Sievers Nordic Solutions Oy,3608212-4,,,,,,KOTKA,KOTKA,Kymenlaakson maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4284494,,,
1807,Siipimedia Oy,2638656-2,,,040 562 9953,Rautiokankaantie 2,98660,SALMIVAARA,SALMIVAARA,Lapin maakunta,Henkilöstövuokraus,1,73120,Mainostilan vuokraus ja myynti,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3030769,,,
1808,Sijaiset SVM Oy,3004434-6,https://www.sijaiset.fi,info@sijaiset.fi,,Ollilantie 4,90440,KEMPELE,KEMPELE,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1885,110,6,,,https://www.finder.fi/yritys/3304509,,,
1809,Silkka Oy,3119543-7,https://www.silkkaoy.fi,silkkaoy@gmail.com,040 663 4274,Virtasalmentie 21,87250,KAJAANI,KAJAANI,Kainuun maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2921,15,77,,,https://www.finder.fi/yritys/3364301,,,
1810,Silvennoisen Palvelut Oy,3185461-5,,,,,,SILVOLA,SILVOLA,Etelä-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2,,-1,,,https://www.finder.fi/yritys/3560082,,,
1811,Sintta Oy,3443150-3,,leena.kankainen70@gmail.com,040 062 996 00,Jussilantie 7 lh. 3,91500,MUHOS,MUHOS,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,57,2,5,,,https://www.finder.fi/yritys/4104045,,,
1812,Sion,2195630-0,,,040 533 0865,,,TUUSULA,TUUSULA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1924629,,,
1813,SisaRent Oy,3334985-8,https://www.sisarent.fi,info.sisarent@gmail.com,040 051 3899,Viinikankatu 1 B,33100,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3970010,,,
1814,Sistenza Oy,2016848-4,,,020 780 6260,,,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",Henkilöstövuokraus; Lääkäri tai lääkärikeskus,Osakeyhtiö,535,,86,,,https://www.finder.fi/yritys/1601965,,,
1815,SiteFactory Oy,3548994-2,,,,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4218563,,,
1816,SitePro Oy,2987474-8,,,,Takojankatu 1 c B 9,33540,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,136,4,12,,,https://www.finder.fi/yritys/3271670,,,
1817,Siyad kuljetus,3403707-1,,ogsiyad@gmail.com,045 255 3636,,,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4054757,,,
1818,Sken Oy,2820173-6,,maattakonsta@hotmail.com,,,,SIUNTIO,SIUNTIO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,198,,75,,,https://www.finder.fi/yritys/3163817,,,
1819,Skill Finders,3190528-3,,narang.chesta@gmail.com,046 629 1397,Vanha Nurmijärventie 36 K 13,01670,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3566645,,,
1820,SkillHouse Oy,1635842-9,,marko.sipola@viafin.fi,,Tekniikantie 14,02150,ESPOO,ESPOO,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,6,,508,,,https://www.finder.fi/yritys/2350731,,,
1821,Skogman Sailing Ab,3377427-2,,swanman651@gmail.com,040 753 0743,Stationsvägen 1,68600,PIETARSAARI,PIETARSAARI,Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,27,1,,,,https://www.finder.fi/yritys/4024542,,,
1822,Skudju Oy,2189218-3,,mika.miettunen@gmail.com,040 488 9094,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,109,1,3,,,https://www.finder.fi/yritys/2024824,,,
1823,Sm Power-Line Service Oy,2727409-5,,,,Orioninkuja 4,23500,UUSIKAUPUNKI,UUSIKAUPUNKI,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,23,1,26,,,https://www.finder.fi/yritys/3105308,,,
1824,Smart Camp Oy,3121237-2,,,,,,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,7,1,,,,https://www.finder.fi/yritys/3367376,,,
1825,SmoothOps,3498362-3,,lundgrentimotei@gmail.com,044 047 0403,Yliopistonkatu 28 E 6,53850,LAPPEENRANTA,LAPPEENRANTA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4164737,,,
1826,Snåre Jonas Fma,3366341-7,,jonassnare@outlook.com,040 465 2022,Snårevägen 376,68500,KRUUNUPYY,KRUUNUPYY,Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4010237,,,
1827,SoVa Kuljettajat Oy,3516035-4,,,,Haakoninlahdenkatu 5 C 51,00590,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,56,1,-12,,,https://www.finder.fi/yritys/4186521,,,
1828,Sofita Oy,2909865-4,https://www.sofita.fi,jukka.ohtonen@sofita.fi,044 773 5875,Mannerheimintie 93 A,00270,HELSINKI,HELSINKI,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,956,14,-447,,,https://www.finder.fi/yritys/3223996,,,
1829,Sola Group Oy,3015687-4,,,,,,RAUMA,RAUMA,Satakunnan maakunta,Henkilöstövuokraus,1,56301,Baarit ja muu alkoholijuomien tarjoilu,Henkilöstövuokraus,Osakeyhtiö,10,,-20,,,https://www.finder.fi/yritys/3316701,,,
1830,Soldem People Oy,3218196-9,https://www.soldem.fi,nimi@sahkoposti.fi,03 410 892 87,Hatanpään Valtatie 20,33100,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,73,,,,,https://www.finder.fi/yritys/3596551,,,
1831,Soldem Pulse Oy,3218188-9,https://www.soldem.fi,nimi@sahkoposti.fi,03 410 892 87,Hatanpään Valtatie 20,33100,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,360,12,,,,https://www.finder.fi/yritys/3596547,,,
1832,SoloQual Oy,3573716-8,https://www.soloqual.fi,,,,,SAARENKYLÄ,SAARENKYLÄ,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4245436,,,
1833,Solomando Oy,3478079-7,,,,,,PUSULA,PUSULA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,24,3,,,,https://www.finder.fi/yritys/4142181,,,
1834,Soluta Henkilöstöratkaisut Oy,2323429-9,https://www.soluta.fi,soluta@soluta.fi,040 704 1166,Hautalantie 2,33560,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,154,,-68,,,https://www.finder.fi/yritys/2281692,,,
1835,Solvem Oy,2915434-5,,info@solvemoy.com,045 121 5641,Rastasniityntie 1 B 31,02620,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,280,5,-7,,,https://www.finder.fi/yritys/3228022,,,
1836,Somerekryt Solutions,3489813-8,https://www.urapartnerit.fi,somerekryt@gmail.com,,,,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4153347,,,
1837,Soro Trans Oy,3606076-9,,jevgeni80@gmail.com,,,,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4282464,,,
1838,SotMe Oy,3288459-2,,johannes.kalkaja@gmail.com,045 787 635 11,Asemakatu 12 lh. 23,77600,SUONENJOKI,SUONENJOKI,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,88,,-3,,,https://www.finder.fi/yritys/3824720,,,
1839,Sote Kotiin Oy,2886181-4,,,,Pengerkatu 4 A 5,00530,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3205611,,,
1840,SoteTeam oy,3353965-1,https://www.esmenordic.fi,nimoali.koulutuspalvelu@gmail.com,,Abrahaminkatu 8 L 82,00180,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,96220,Kauneudenhoitopalvelut,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3994446,,,
1841,Soten Tekijät Oy,3285505-4,https://www.sotentekijat.fi,hannu.tervanen@sotentekijat.fi,,,,RÖYKKÄ,RÖYKKÄ,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,415,7,-134,,,https://www.finder.fi/yritys/3818667,,,
1842,Spark Traineeships Oy,3520898-7,,,,,,LAHTI,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,27,1,6,,,https://www.finder.fi/yritys/4191168,,,
1843,SparkRK Services,3228141-7,,rafi.khan@hotmail.fi,040 038 8321,Kaarenjalka 10 E 27,00940,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4091144,,,
1844,Speedy Nordic Oy,2854648-6,,speedyexpressoy@gmail.com,,Saratie 28 C 2,01860,PERTTULA,PERTTULA,Uudenmaan maakunta,Henkilöstövuokraus,1,47279,Muu muualla luokittelematon elintarvikkeiden vähittäiskauppa,Henkilöstövuokraus,Osakeyhtiö,107,3,-10,,,https://www.finder.fi/yritys/3234473,,,
1845,Sr Hr With Care & Structure Ab,3649052-3,,sussir68@gmail.com,040 824 4315,,,LEMLAND,LEMLAND,Ahvenanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4332215,,,
